7.296773161762500903e-01,1.724129412888422905e+02
4.612068955986503571e-01,1.025359745848499529e+02
4.496720480776811302e-01,1.020263403455916915e+02
6.876057774807677880e-01,1.568072962857672223e+02
4.161052757349500419e-01,1.021961594804624838e+02
1.629590582452193348e-01,1.640511700295651565e+02
4.921611551257968342e-01,1.052951996589057018e+02
4.743626017420001784e-01,1.034652600814881112e+02
3.976601072012447835e-01,1.033312125953047484e+02
5.747871412952693104e-01,1.212987719566068563e+02
3.863194382910231095e-01,1.043848596570183389e+02
3.214678346880535109e-01,1.151134844876875434e+02
7.298609991275841757e-01,1.724830034653370774e+02
7.668372723495345822e-01,1.868731445483154232e+02
2.413799372109985686e-01,1.369355310929709049e+02
7.061942902808504563e-01,1.635880416203019649e+02
6.923914058121550807e-01,1.585342072969384333e+02
7.540322708323817791e-01,1.818286549162551182e+02
6.839803611010408790e-01,1.555081786258878083e+02
1.082024920007088054e-01,1.850400265611515636e+02
8.526809282734119089e-01,2.219938151920731286e+02
6.609765088861392357e-01,1.474623022069118292e+02
8.140316076412523749e-01,2.059339705563732252e+02
2.629724180311330817e-01,1.303318209038429814e+02
3.699792413068312413e-01,1.063604410667242774e+02
7.872450652443564456e-01,1.950311112525901365e+02
2.214170044836965556e-01,1.434166659338625038e+02
3.163912025865882605e-01,1.162528723710323533e+02
2.330494365538518520e-01,1.395991849646252376e+02
2.207368751403448737e-01,1.436432375179339545e+02
1.407897776793200773e-01,1.723889715537156917e+02
3.418862478548957418e-01,1.109372942453439208e+02
8.868533814163795936e-01,2.364600017360239121e+02
2.860764005529457532e-01,1.238082088119999185e+02
4.133630429524364214e-01,1.023187262437884044e+02
4.063058721481549451e-01,1.027086842990997724e+02
4.814393170170621072e-01,1.041153593737350747e+02
1.485258382210169481e-01,1.694524971967407225e+02
8.533912888710004641e-01,2.222921739071379363e+02
6.745051590341127890e-01,1.521515859031669038e+02
6.940395974023017001e-01,1.591320645945240528e+02
3.642611635328755204e-01,1.071746414984464195e+02
4.428137547388142359e-01,1.018604789257178567e+02
7.184353055019235823e-01,1.681546232016616216e+02
7.888701965532173288e-01,1.956865634461230741e+02
7.930141116892146513e-01,1.973615702432061880e+02
4.430643832973424345e-01,1.018647297598308086e+02
7.120903742112113521e-01,1.657781176198395485e+02
3.746556281415776013e-01,1.057412425121293182e+02
6.639723556968433194e-01,1.484897587925848370e+02
4.539272586537989040e-01,1.021807990423483403e+02
2.073993028087013357e-01,1.481572737790887402e+02
7.181591421823286803e-01,1.680507717931681384e+02
4.556526955064462703e-01,1.022546317026645966e+02
1.110109506623889186e-01,1.839332240573988031e+02
8.244910153131185249e-01,2.102446350299987898e+02
3.323665866307277117e-01,1.128009318150418494e+02
2.828794746530925441e-01,1.246742498941406723e+02
2.815083484681399906e-01,1.250494397906151818e+02
6.006552575431084451e-01,1.283565321260411451e+02
3.159953383643686609e-01,1.163433292533009364e+02
3.514662523587207543e-01,1.092169012090862168e+02
2.699386872447840924e-01,1.283019487129363654e+02
4.411616916825974455e-01,1.018359007075145541e+02
8.697743055344158147e-01,2.292018564205069140e+02
5.780280829822905808e-01,1.221383377524423395e+02
8.366260036640831288e-01,2.152798989427759579e+02
4.200387566087905311e-01,1.020488250009908739e+02
8.375850633414018143e-01,2.156793373772772782e+02
1.123593451130195098e-01,1.834028660291112658e+02
5.783517460284429701e-01,1.222229198492958488e+02
5.352680001303238289e-01,1.122433203103271779e+02
8.132981755647921140e-01,2.056327660152823285e+02
5.197491951734005688e-01,1.093563652340677947e+02
2.607094613659816096e-01,1.310022468083278966e+02
7.018322519175600460e-01,1.619795667186876358e+02
5.962242067946309509e-01,1.270919637340611814e+02
3.038510710110378099e-01,1.192276676280854417e+02
1.817939317111253728e-01,1.571686610843922836e+02
1.768611786368899930e-01,1.589517895040118560e+02
8.711302616861726911e-01,2.297761202450447513e+02
6.475979545556331818e-01,1.429549830972045754e+02
4.466528513137534295e-01,1.019406629568527620e+02
3.298331428636207541e-01,1.133218216313411659e+02
2.367856853862452537e-01,1.383970226448859364e+02
3.383721152002103771e-01,1.116077588404586436e+02
3.440434620566151791e-01,1.105360609835951493e+02
6.459510377863616482e-01,1.424096659433934349e+02
4.615866246314440646e-01,1.025576343032828248e+02
5.385211436729557821e-01,1.128995448535679884e+02
3.143380933901844809e-01,1.167245113032100647e+02
4.940775908032423169e-01,1.055303240707714565e+02
3.509129414861512641e-01,1.093119011363053943e+02
7.538939870047697278e-01,1.817745137455622739e+02
1.929424834185743676e-01,1.531928100421633587e+02
2.099406084889779978e-01,1.472870521980969158e+02
7.040745654358490091e-01,1.628051313176065094e+02
1.039306035237793080e-01,1.867290674620446111e+02
3.420058214028737220e-01,1.109148467754359757e+02
4.647445149476655546e-01,1.027497230721000392e+02
